DataStart
key173,np5139a,5139,3,6,,1,0
key174,np5140a,5140,4,6,,1,0
key175,np5635a,5635,1,6,,1,0
key176,np5636a,5636,2,6,,1,0
key177,np5327a,5327,1,6,,1,0
key178,np5328a,5328,2,6,,1,0
key179,np5826a,5826,2,6,,1,0
key180,np5827a,5827,2,6,,1,0
key181,np5828a,5828,3,6,,1,0
key182,np5829a,5829,3,6,,1,0
key183,np5830a,5830,2,6,,1,0
key184,np5477a,5477,1,6,,1,0
key185,np5478a,5478,2,6,,1,0
key186,np5479a,5479,3,6,,1,0
key187,np5975a,5975,1,6,,1,0
key188,np5976a,5976,5,6,,1,0
key189,np5977a,5977,3,6,,1,0
key190,np5141a,5141,5,7,,1,0
key191,np5142a,5142,2,7,,1,0
key192,np5143a,5143,3,7,,1,0
key193,np5637a,5637,2,7,,1,0
key194,np5638a,5638,2,7,,1,0
key195,np5639a,5639,3,7,,1,0
key196,np5640a,5640,3,7,,1,0
key197,np5641a,5641,4,7,,1,0
key198,np5329a,5329,1,7,,1,0
key199,np5330a,5330,2,7,,1,0
key200,np5331a,5331,3,7,,1,0
key201,np5831a,5831,1,7,,1,0
key202,np5832a,5832,2,7,,1,0
key203,np5480a,5480,2,7,,1,0
key204,np5481a,5481,2,7,,1,0
key205,np5482a,5482,3,7,,1,0
key206,np5483a,5483,3,7,,1,0
key207,np5484a,5484,1,7,,1,0
key208,np5978a,5978,1,7,,1,0
key209,np5979a,5979,2,7,,1,0
key210,np5144a,5144,1,8,,1,0
key211,np5145a,5145,2,8,,1,0
key212,np5642a,5642,1,8,,1,0
key213,np5643a,5643,2,8,,1,0
key214,np5644a,5644,3,8,,1,0
key215,np5332a,5332,2,8,,1,0
key216,np5333a,5333,2,8,,1,0
key217,np5334a,5334,3,8,,1,0
key218,np5335a,5335,3,8,,1,0
key219,np5336a,5336,4,8,,1,0
key220,np5833a,5833,5,8,,1,0
key221,np5834a,5834,2,8,,1,0
key222,np5835a,5835,3,8,,1,0
key223,np5485a,5485,1,8,,1,0
key224,np5486a,5486,2,8,,1,0
key225,np5980a,5980,2,8,,1,0
key226,np5981a,5981,2,8,,1,0
key227,np5982a,5982,3,8,,1,0
key228,np5983a,5983,3,8,,1,0
key229,np5984a,5984,1,8,,1,0
key230,np5146a,5146,5,9,,1,0
key231,np5147a,5147,2,9,,1,0
key232,np5148a,5148,2,9,,1,0
key233,np5149a,5149,3,9,,1,0
key234,np5150a,5150,3,9,,1,0
key235,np5645a,5645,1,9,,1,0
key236,np5646a,5646,2,9,,1,0
key237,np5647a,5647,2,9,,1,0
key238,np5648a,5648,1,9,,1,0
key239,np5649a,5649,2,9,,1,0
key240,np5650a,5650,3,9,,1,0
key241,np5651a,5651,3,9,,1,0
key242,np5337a,5337,1,9,,1,0
key243,np5338a,5338,2,9,,1,0
key244,np5339a,5339,2,9,,1,0
key245,np5340a,5340,3,9,,1,0
key246,np5341a,5341,3,9,,1,0
key247,np5836a,5836,1,9,,1,0
key248,np5837a,5837,2,9,,1,0
key249,np5838a,5838,2,9,,1,0
key250,np5839a,5839,2,9,,1,0
key251,np5840a,5840,3,9,,1,0
key252,np5487a,5487,4,9,,1,0
key253,np5488a,5488,5,9,,1,0
key254,np5489a,5489,2,9,,1,0
key255,np5985a,5985,1,9,,1,0
key256,np5986a,5986,2,9,,1,0
key257,np5987a,5987,2,9,,1,0
key258,np5988a,5988,3,9,,1,0
key259,np5989a,5989,4,9,,1,0
key260,np5151a,5151,1,10,,1,0
key261,np5152a,5152,2,10,,1,0
key262,np5153a,5153,2,10,,1,0
key263,np5154a,5154,2,10,,1,0
key264,np5155a,5155,3,10,,1,0
key265,np5156a,5156,4,10,,1,0
key266,np5157a,5157,5,10,,1,0
key267,np5652a,5652,4,10,,1,0
key268,np5653a,5653,1,10,,1,0
key269,np5654a,5654,2,10,,1,0
key270,np5655a,5655,2,10,,1,0
key271,np5656a,5656,3,10,,1,0
key272,np5657a,5657,5,10,,1,0
key273,np5342a,5342,1,10,,1,0
key274,np5343a,5343,2,10,,1,0
key275,np5344a,5344,4,10,,1,0
key276,np5841a,5841,4,10,,1,0
key277,np5842a,5842,1,10,,1,0
key278,np5843a,5843,2,10,,1,0
key279,np5844a,5844,3,10,,1,0
key280,np5490a,5490,3,10,,1,0
key281,np5491a,5491,4,10,,1,0
key282,np5492a,5492,2,10,,1,0
key283,np5493a,5493,2,10,,1,0
key284,np5990a,5990,1,10,,1,0
key285,np5991a,5991,1,10,,1,0
key286,np5992a,5992,2,10,,1,0
key287,np5993a,5993,3,10,,1,0
key288,np5994a,5994,3,10,,1,0
key289,np5995a,5995,4,10,,1,0
key290,np5158a,5158,2,11,,1,0
key291,np5159a,5159,2,11,,1,0
key292,np5160a,5160,3,11,,1,0
key293,np5161a,5161,3,11,,1,0
key294,np5162a,5162,4,11,,1,0
key295,np5163a,5163,4,11,,1,0
key296,np5164a,5164,5,11,,1,0
key297,np5658a,5658,5,11,,1,0
key298,np5659a,5659,2,11,,1,0
key299,np5660a,5660,2,11,,1,0
key300,np5661a,5661,3,11,,1,0
key301,np5662a,5662,3,11,,1,0
key302,np5663a,5663,4,11,,1,0
key303,np5664a,5664,5,11,,1,0
key304,np5345a,5345,2,11,,1,0
key305,np5346a,5346,3,11,,1,0
key306,np5347a,5347,4,11,,1,0
key307,np5348a,5348,5,11,,1,0
key308,np5845a,5845,4,11,,1,0
key309,np5846a,5846,2,11,,1,0
key310,np5847a,5847,2,11,,1,0
key311,np5848a,5848,5,11,,1,0
key312,np5494a,5494,3,11,,1,0
key313,np5495a,5495,3,11,,1,0
key314,np5496a,5496,3,11,,1,0
key315,np5497a,5497,4,11,,1,0
key316,np5498a,5498,5,11,,1,0
key317,np5996a,5996,2,11,,1,0
key318,np5997a,5997,4,11,,1,0
key319,np5998a,5998,5,11,,1,0
key320,np5166a,5166,2,18,takanokouhei,1,1
key321,np5850a,5850,2,18,DENGEKIERENA,1,0
key322,np5851a,5851,2,18,DENGEKIPS,1,0
key323,np5852a,5852,2,18,hasegawayui,1,1
key324,np5499a,5499,2,18,SummonDaemon,1,0
key325,np5500a,5500,2,18,NOVATAIKENKAI,1,1
key326,np5501a,5501,2,18,mitsutomitakao,1,1
key327,np5999a,5999,2,18,YOROSHIKUBAZOOKA,1,0
key328,np5858a,5858,2,18,famitsu01,1,0
key329,np5859a,5859,2,18,famitsu02,1,0
key330,np5669a,5669,2,18,IchijinXNOVAsss1,1,0
key331,np5857a,5857,2,18,IchijinXNOVAsss2,1,0
key332,np5167a,5167,5,19,,1,0
key333,np5168a,5168,3,19,,1,0
key334,np5350a,5350,3,19,,1,0
key335,np5351a,5351,3,19,,1,0
key336,np5502a,5502,3,19,,1,0
key337,np5503a,5503,3,19,,1,0
key338,np5665a,5665,5,19,,1,0
key339,np5666a,5666,3,19,,1,0
key340,np5853a,5853,5,19,,1,0
key341,np5854a,5854,3,19,,1,0
key342,np6000a,6000,5,19,,1,0
key343,np6001a,6001,3,19,,1,0
key344,np5170a,5170,4,20,,1,0
key345,np5171a,5171,4,20,,1,0
key346,np5353a,5353,5,20,,1,0
key347,np5354a,5354,4,20,,1,0
key348,np5504a,5504,5,20,,1,0
key349,np5505a,5505,4,20,,1,0
key350,np5667a,5667,4,20,,1,0
key351,np5668a,5668,5,20,,1,0
key352,np5855a,5855,5,20,,1,0
key353,np5856a,5856,4,20,,1,0
key354,np6003a,6003,4,20,,1,0
key355,np6004a,6004,4,20,,1,0
key397,np5009a,5009,2,13,,1,0
key398,np5012a,5012,2,13,,1,0
key399,np5013a,5013,2,13,,1,0
key400,np5014a,5014,2,13,,1,0
key401,np5005a,5005,5,14,,1,0
key402,np5006a,5006,4,14,,1,0
key403,np5165a,5165,2,16,,1,0
key404,np5349a,5349,2,16,,1,0
key405,np5849a,5849,2,16,,1,0
key406,np5020a,5020,2,17,EoEReanbell,1,1
key407,np56490a,5649,2,83,kyle973,1,1
